CATEGORIA;ENDPOINT;FUNCAO_JAVA;CONTROLADOR_ORIGEM;DESCRICAO_SUGERIDA
Sistema;/psec/gestao/andamentos;gestaoAndamento;GestaoController;Realiza a ação 'gestaoAndamento' no módulo de sistema.
Sistema;/psec/gestao/execucoes-treino;gestaoExecucoesTreino;GestaoController;Realiza a ação 'gestaoExecucoesTreino' no módulo de sistema.
Sistema;/psec/gestao/indicadores-agenda;indicadoresAgenda;GestaoController;Realiza a ação 'indicadoresAgenda' no módulo de sistema.
Sistema;/psec/gestao/indicadores-agenda/alunos;indicadoresAgendaAlunos;GestaoController;Realiza a ação 'indicadoresAgendaAlunos' no módulo de sistema.
Sistema;/psec/gestao/tiposDeEvento;tiposEvento;GestaoController;Realiza a ação 'tiposEvento' no módulo de sistema.
Sistema;/psec/grafico-bi/view-data/{nomeIndicador};viewsIndicadores;BIGraficoController;Realiza a ação 'viewsIndicadores' no módulo de sistema.
Sistema;/psec/grafico-bi/views;cadastroViews;BIGraficoController;Realiza a ação 'cadastroViews' no módulo de sistema.
Sistema;/psec/grafico-bi/views/all;listaViews;BIGraficoController;Realiza a ação 'listaViews' no módulo de sistema.
Sistema;/psec/grafico-bi/views/{nomeIndicador};removerViews;BIGraficoController;Realiza a ação 'removerViews' no módulo de sistema.
Sistema;/psec/grupos-musculares;consultarGruposMusculares;GrupoMuscularController;Realiza a ação 'consultarGruposMusculares' no módulo de sistema.
Sistema;/psec/grupos-musculares;incluirGrupoMuscular;GrupoMuscularController;Realiza a ação 'incluirGrupoMuscular' no módulo de sistema.
Sistema;/psec/grupos-musculares/all;consultarTodosGruposMusculares;GrupoMuscularController;Realiza a ação 'consultarTodosGruposMusculares' no módulo de sistema.
Sistema;/psec/grupos-musculares/{id};consultarGrupoMuscular;GrupoMuscularController;Realiza a ação 'consultarGrupoMuscular' no módulo de sistema.
Sistema;/psec/grupos-musculares/{id};alterarGrupoMuscular;GrupoMuscularController;Realiza a ação 'alterarGrupoMuscular' no módulo de sistema.
Sistema;/psec/grupos-musculares/{id};excluirGrupoMuscular;GrupoMuscularController;Realiza a ação 'excluirGrupoMuscular' no módulo de sistema.
Sistema;/psec/imagens-catalogo/all;listarImagens;CatalogoImagensController;Realiza a ação 'listarImagens' no módulo de sistema.
Sistema;/psec/lesao;listarLesao;LesaoController;Realiza a ação 'listarLesao' no módulo de sistema.
Sistema;/psec/lesao;editarLesao;LesaoController;Realiza a ação 'editarLesao' no módulo de sistema.
Sistema;/psec/lesao;cadastrarLesao;LesaoController;Realiza a ação 'cadastrarLesao' no módulo de sistema.
Sistema;/psec/lesao/bi-cross/indice-lesoes/{ano};montarIndiceLesao;LesaoController;Realiza a ação 'montarIndiceLesao' no módulo de sistema.
Sistema;/psec/lesao/bi-cross/listar-lesoes;listarLesoesBiCross;LesaoController;Realiza a ação 'listarLesoesBiCross' no módulo de sistema.
Sistema;/psec/lesao/{id};buscarLesao;LesaoController;Realiza a ação 'buscarLesao' no módulo de sistema.
Sistema;/psec/locacoes;consultar;LocacaoController;Realiza a ação 'consultar' no módulo de sistema.
Sistema;/psec/locacoes;cadastrar;LocacaoController;Realiza a ação 'cadastrar' no módulo de sistema.
Sistema;/psec/locacoes;alterar;LocacaoController;Realiza a ação 'alterar' no módulo de sistema.
Sistema;/psec/locacoes/addAlunoHorarioPlay;cadastrar;LocacaoController;Realiza a ação 'cadastrar' no módulo de sistema.
Sistema;/psec/locacoes/addAlunoHorarioPlayCheckinCheckout;addAlunoHorarioPlayCheckinCheckout;LocacaoController;Realiza a ação 'addAlunoHorarioPlayCheckinCheckout' no módulo de sistema.
Sistema;/psec/locacoes/agendar/{dia};agendar;LocacaoController;Realiza a ação 'agendar' no módulo de sistema.
Sistema;/psec/locacoes/agendarV2/{dia};agendarV2;LocacaoController;Realiza a ação 'agendarV2' no módulo de sistema.
Sistema;/psec/locacoes/aluno-locacao-horario-play/{codigo};deleteAlunoLocacaoHorarioPlay;LocacaoController;Realiza a ação 'deleteAlunoLocacaoHorarioPlay' no módulo de sistema.
Sistema;/psec/locacoes/cancelaLocacaoHorarioPlay;cancelaLocacaoHorarioPlay;LocacaoController;Realiza a ação 'cancelaLocacaoHorarioPlay' no módulo de sistema.
Sistema;/psec/locacoes/cancelar-agendamento-locacao/{codigoAgendamentoLocacao};cancelarAgendamentoLocacao;LocacaoController;Realiza a ação 'cancelarAgendamentoLocacao' no módulo de sistema.
Sistema;/psec/locacoes/config/agendamento/{idHorario}/{agendamento};aulaDetalhada;LocacaoController;Realiza a ação 'aulaDetalhada' no módulo de sistema.
Sistema;/psec/locacoes/detalhes-agendamento/{codigoAgendamentoLocacao};detalhesAgendamentoLocacao;LocacaoController;Realiza a ação 'detalhesAgendamentoLocacao' no módulo de sistema.
Sistema;/psec/locacoes/disponibilidades/{dia}/{horaSelecionada};aulaDetalhada;LocacaoController;Realiza a ação 'aulaDetalhada' no módulo de sistema.
Sistema;/psec/locacoes/finalizar-agendamento-locacao/{codigoAgendamentoLocacao};finalizarAgendamentoLocacao;LocacaoController;Realiza a ação 'finalizarAgendamentoLocacao' no módulo de sistema.
Sistema;/psec/locacoes/finalizar-agendamento-locacaoV2/{codigoAgendamentoLocacao};finalizarAgendamentoLocacaoV2;LocacaoController;Realiza a ação 'finalizarAgendamentoLocacaoV2' no módulo de sistema.
Sistema;/psec/locacoes/locacao-horario/{codigo};deletarLocacaoHorario;LocacaoController;Realiza a ação 'deletarLocacaoHorario' no módulo de sistema.
Sistema;/psec/locacoes/locacao-horario/{codigo}/{ambiente}/{dia};locacaoHorario;LocacaoController;Realiza a ação 'locacaoHorario' no módulo de sistema.
Sistema;/psec/locacoes/reagendar/{codigoAgendamentoLocacao}/{dia};reagendar;LocacaoController;Realiza a ação 'reagendar' no módulo de sistema.
Sistema;/psec/locacoes/relatorio;consultarRelatorioLocacoes;LocacaoController;Realiza a ação 'consultarRelatorioLocacoes' no módulo de sistema.
Sistema;/psec/locacoes/sincronizar-venda-avulsa/{agendamentoLocacaoCodigo}/{vendaAvulsaCodigo};sincronizarVendaAvulsa;LocacaoController;Realiza a ação 'sincronizarVendaAvulsa' no módulo de sistema.
Sistema;/psec/locacoes/tiposHorarios;obterLocacaoTipoHorario;LocacaoController;Realiza a ação 'obterLocacaoTipoHorario' no módulo de sistema.
Sistema;/psec/locacoes/validar-reagendamento/{codigoAgendamentoLocacao}/{novaData};validarDataReagendamento;LocacaoController;Realiza a ação 'validarDataReagendamento' no módulo de sistema.
Sistema;/psec/locacoes/{codigoLocacao}/locacao-horarios;saveOrUpdateLocacaoHorarios;LocacaoController;Realiza a ação 'saveOrUpdateLocacaoHorarios' no módulo de sistema.
Sistema;/psec/locacoes/{codigo};consultar;LocacaoController;Realiza a ação 'consultar' no módulo de sistema.
Sistema;/psec/locacoes/{codigo};deletar;LocacaoController;Realiza a ação 'deletar' no módulo de sistema.
Sistema;/psec/log;logs;LogController;Realiza a ação 'logs' no módulo de sistema.
Sistema;/psec/log/agendamentos;agendamentos;LogController;Realiza a ação 'agendamentos' no módulo de sistema.
Sistema;/psec/log/agendamentos/{cod};agendamentosCodigo;LogController;Realiza a ação 'agendamentosCodigo' no módulo de sistema.
Sistema;/psec/log/alunos/{matricula};programasAluno;LogController;Realiza a ação 'programasAluno' no módulo de sistema.
Sistema;/psec/log/anamneses;anamneses;LogController;Realiza a ação 'anamneses' no módulo de sistema.
Sistema;/psec/log/anamneses/{codigo};anamneses;LogController;Realiza a ação 'anamneses' no módulo de sistema.
Sistema;/psec/log/aparelhos/{crossfit};aparelhos;LogController;Realiza a ação 'aparelhos' no módulo de sistema.
Sistema;/psec/log/atividades;atividades;LogController;Realiza a ação 'atividades' no módulo de sistema.
Sistema;/psec/log/atividades-crossfit;atividadesCrossfit;LogController;Realiza a ação 'atividadesCrossfit' no módulo de sistema.
Sistema;/psec/log/atividades/ia;atividadesIa;LogController;Realiza a ação 'atividadesIa' no módulo de sistema.
Sistema;/psec/log/atividades/{id};atividades;LogController;Realiza a ação 'atividades' no módulo de sistema.
Sistema;/psec/log/aula;agendaAulas;LogController;Realiza a ação 'agendaAulas' no módulo de sistema.
Sistema;/psec/log/aula/{id};agendaAula;LogController;Realiza a ação 'agendaAula' no módulo de sistema.
Sistema;/psec/log/aula/{id}/{dia};aula;LogController;Realiza a ação 'aula' no módulo de sistema.
Sistema;/psec/log/avaliacao-objetivos;avaliacaoObjetivos;LogController;Realiza a ação 'avaliacaoObjetivos' no módulo de sistema.
Sistema;/psec/log/avaliacoes-aluno/{codAluno};avaliacoes;LogController;Realiza a ação 'avaliacoes' no módulo de sistema.
Sistema;/psec/log/avaliacoes-aluno/{codAluno}/{codAvaliacao};avaliacoes;LogController;Realiza a ação 'avaliacoes' no módulo de sistema.
Sistema;/psec/log/benchmarks;banchmark;LogController;Realiza a ação 'banchmark' no módulo de sistema.
Sistema;/psec/log/categoria-atividades;categoriaAtividades;LogController;Realiza a ação 'categoriaAtividades' no módulo de sistema.
Sistema;/psec/log/categoria-ficha;categoriaFicha;LogController;Realiza a ação 'categoriaFicha' no módulo de sistema.
Sistema;/psec/log/colaboradoresUsiario;colaboradores;LogController;Realiza a ação 'colaboradores' no módulo de sistema.
Sistema;/psec/log/disponibilidades;disponibilidades;LogController;Realiza a ação 'disponibilidades' no módulo de sistema.
Sistema;/psec/log/disponibilidades/{cod};disponibilidadesCodigo;LogController;Realiza a ação 'disponibilidadesCodigo' no módulo de sistema.
Sistema;/psec/log/ficha-predefinida/{id};fichaPredefinida;LogController;Realiza a ação 'fichaPredefinida' no módulo de sistema.
Sistema;/psec/log/fichas-predefinidas;fichasPredefinidas;LogController;Realiza a ação 'fichasPredefinidas' no módulo de sistema.
Sistema;/psec/log/grupos-musculares;gruposMusculares;LogController;Realiza a ação 'gruposMusculares' no módulo de sistema.
Sistema;/psec/log/horarioTurma/{turma};agendaHorariosTurma;LogController;Realiza a ação 'agendaHorariosTurma' no módulo de sistema.
Sistema;/psec/log/integracoes;integracoes;LogController;Realiza a ação 'integracoes' no módulo de sistema.
Sistema;/psec/log/listar-log-exportacao/{entidade};listarLogExportacao;LogController;Realiza a ação 'listarLogExportacao' no módulo de sistema.
Sistema;/psec/log/locacoes;locacoes;LogController;Realiza a ação 'locacoes' no módulo de sistema.
Sistema;/psec/log/locacoes-horarios;locacoesHorarios;LogController;Realiza a ação 'locacoesHorarios' no módulo de sistema.
Sistema;/psec/log/log-perfil-acesso/{entidade}/{codigoperfil}/{categoriarecurso};logPerfilAcesso;LogController;Realiza a ação 'logPerfilAcesso' no módulo de sistema.
Sistema;/psec/log/manutencao-equipamento;manutencaoEquipamento;LogController;Realiza a ação 'manutencaoEquipamento' no módulo de sistema.
Sistema;/psec/log/musculos;musculos;LogController;Realiza a ação 'musculos' no módulo de sistema.
Sistema;/psec/log/niveis;niveis;LogController;Realiza a ação 'niveis' no módulo de sistema.
Sistema;/psec/log/niveis/{cod};niveisCodigo;LogController;Realiza a ação 'niveisCodigo' no módulo de sistema.
Sistema;/psec/log/nivel-wod;nivelWod;LogController;Realiza a ação 'nivelWod' no módulo de sistema.
Sistema;/psec/log/perfil-acesso;perfilAcesso;LogController;Realiza a ação 'perfilAcesso' no módulo de sistema.
Sistema;/psec/log/perfil-acesso/{perfilId}/{categoriaRecurso};perfilAcessoRecurso;LogController;Realiza a ação 'perfilAcessoRecurso' no módulo de sistema.
Sistema;/psec/log/professor-aluno/{id};professorAluno;LogController;Realiza a ação 'professorAluno' no módulo de sistema.
Sistema;/psec/log/programa/{id};programa;LogController;Realiza a ação 'programa' no módulo de sistema.
Sistema;/psec/log/programas-aluno/{id};programasAluno;LogController;Realiza a ação 'programasAluno' no módulo de sistema.
Sistema;/psec/log/programas-predefinidos;programasPredefinidos;LogController;Realiza a ação 'programasPredefinidos' no módulo de sistema.
Sistema;/psec/log/tipo-agendamento;tipoAgendamento;LogController;Realiza a ação 'tipoAgendamento' no módulo de sistema.
Sistema;/psec/log/tipo-agendamento/{cod};tipoAgendamentoCodigo;LogController;Realiza a ação 'tipoAgendamentoCodigo' no módulo de sistema.
Sistema;/psec/log/tipos-benchmarks;tiposBenchmarks;LogController;Realiza a ação 'tiposBenchmarks' no módulo de sistema.
Sistema;/psec/log/tipos-wod;tiposWods;LogController;Realiza a ação 'tiposWods' no módulo de sistema.
Sistema;/psec/log/turma;agendaTurmas;LogController;Realiza a ação 'agendaTurmas' no módulo de sistema.
Sistema;/psec/log/version;version;LogController;Realiza a ação 'version' no módulo de sistema.
Sistema;/psec/log/wods;wods;LogController;Realiza a ação 'wods' no módulo de sistema.
Sistema;/psec/manutencao-equipamento;listarManutencaoEquipamento;ManutencaoEquipamentoController;Realiza a ação 'listarManutencaoEquipamento' no módulo de sistema.
Sistema;/psec/manutencao-equipamento/concluir-manutencao-equiapamento/{id};concluirManutencaoEquiapmento;ManutencaoEquipamentoController;Realiza a ação 'concluirManutencaoEquiapmento' no módulo de sistema.
Sistema;/psec/manutencao-equipamento/processar-manutencao/;processarManutencao;ManutencaoEquipamentoController;Realiza a ação 'processarManutencao' no módulo de sistema.
Sistema;/psec/manutencao-equipamento/save;save;ManutencaoEquipamentoController;Realiza a ação 'save' no módulo de sistema.
Sistema;/psec/manutencao-equipamento/update;update;ManutencaoEquipamentoController;Realiza a ação 'update' no módulo de sistema.
Sistema;/psec/manutencao-equipamento/{id};obterManutencaoEquipamento;ManutencaoEquipamentoController;Realiza a ação 'obterManutencaoEquipamento' no módulo de sistema.
Sistema;/psec/manutencao-equipamento/{id};deletarManutencaoEquipamento;ManutencaoEquipamentoController;Realiza a ação 'deletarManutencaoEquipamento' no módulo de sistema.
Sistema;/psec/manutencao/forcar-sincronizacao-fotokey-pessoa-zw-tr;forcarSincronizacaoFotoKeyPessoaZwTr;ManutencaoController;Realiza a ação 'forcarSincronizacaoFotoKeyPessoaZwTr' no módulo de sistema.
Sistema;/psec/manutencao/replicar-assinatura-contrato-para-parq;replicarAssinaturaContratoParaParq;ManutencaoController;Realiza a ação 'replicarAssinaturaContratoParaParq' no módulo de sistema.
Sistema;/psec/manutencao/validar-sincronizacao-todos-alunos-zw-tr;validarSincronizacaoTodosAlunosZwTr;ManutencaoController;Realiza a ação 'validarSincronizacaoTodosAlunosZwTr' no módulo de sistema.
Sistema;/psec/modalidades;cadastroModalidade;ModalidadeController;Realiza a ação 'cadastroModalidade' no módulo de sistema.
Sistema;/psec/modalidades;listarModalidades;ModalidadeController;Realiza a ação 'listarModalidades' no módulo de sistema.
Sistema;/psec/modalidades/all;obterTodasModalidades;ModalidadeController;Realiza a ação 'obterTodasModalidades' no módulo de sistema.
Sistema;/psec/modalidades/cores;listaCores;ModalidadeController;Realiza a ação 'listaCores' no módulo de sistema.
Sistema;/psec/modalidades/{id};detalhesModalidade;ModalidadeController;Realiza a ação 'detalhesModalidade' no módulo de sistema.
Sistema;/psec/modalidades/{id};alterarModalidade;ModalidadeController;Realiza a ação 'alterarModalidade' no módulo de sistema.
Sistema;/psec/modalidades/{id};removerModalidade;ModalidadeController;Realiza a ação 'removerModalidade' no módulo de sistema.
Sistema;/psec/musculos;consultarMusculos;MusculoController;Realiza a ação 'consultarMusculos' no módulo de sistema.
Sistema;/psec/musculos;incluirMusculo;MusculoController;Realiza a ação 'incluirMusculo' no módulo de sistema.
Sistema;/psec/musculos/all;consultarTodos;MusculoController;Realiza a ação 'consultarTodos' no módulo de sistema.
Sistema;/psec/musculos/{id};consultarMusculo;MusculoController;Realiza a ação 'consultarMusculo' no módulo de sistema.
Sistema;/psec/musculos/{id};excluirMusculo;MusculoController;Realiza a ação 'excluirMusculo' no módulo de sistema.
Sistema;/psec/musculos/{id};alterarMusculo;MusculoController;Realiza a ação 'alterarMusculo' no módulo de sistema.
Sistema;/psec/niveis;consultarNiveis;NivelController;Realiza a ação 'consultarNiveis' no módulo de sistema.
Sistema;/psec/niveis;incluirNivel;NivelController;Realiza a ação 'incluirNivel' no módulo de sistema.
Sistema;/psec/niveis/all;listarTodosNiveis;NivelController;Realiza a ação 'listarTodosNiveis' no módulo de sistema.
Sistema;/psec/niveis/aluno/{codigoCliente};nivelAluno;NivelController;Realiza a ação 'nivelAluno' no módulo de sistema.
Sistema;/psec/niveis/{id};alterarNivel;NivelController;Realiza a ação 'alterarNivel' no módulo de sistema.
Sistema;/psec/niveis/{id};excluirNivel;NivelController;Realiza a ação 'excluirNivel' no módulo de sistema.
Sistema;/psec/nivel-wod;cadastrarNivelWod;NivelWodController;Realiza a ação 'cadastrarNivelWod' no módulo de sistema.
Sistema;/psec/nivel-wod;listarNivelsWod;NivelWodController;Realiza a ação 'listarNivelsWod' no módulo de sistema.
Sistema;/psec/nivel-wod;auterarNivelWod;NivelWodController;Realiza a ação 'auterarNivelWod' no módulo de sistema.
Sistema;/psec/nivel-wod/reverter/{id};reverterNivelWod;NivelWodController;Realiza a ação 'reverterNivelWod' no módulo de sistema.
Sistema;/psec/nivel-wod/{id};buscarTiposWod;NivelWodController;Realiza a ação 'buscarTiposWod' no módulo de sistema.
Sistema;/psec/nivel-wod/{id};deleteNivelWod;NivelWodController;Realiza a ação 'deleteNivelWod' no módulo de sistema.
Sistema;/psec/notifications;getNotificacoes;NotificacaoController;Realiza a ação 'getNotificacoes' no módulo de sistema.
Sistema;/psec/notifications/unseenCount;getQuantidadeNaoLidas;NotificacaoController;Realiza a ação 'getQuantidadeNaoLidas' no módulo de sistema.
Sistema;/psec/notifications/{id}/markAsSeen;marcarComoVisualizada;NotificacaoController;Realiza a ação 'marcarComoVisualizada' no módulo de sistema.
Sistema;/psec/parceiros;listaParceiro;ParceiroController;Realiza a ação 'listaParceiro' no módulo de sistema.
Sistema;/psec/parceiros;cadastroParceiro;ParceiroController;Realiza a ação 'cadastroParceiro' no módulo de sistema.
Sistema;/psec/perfis-acesso;listarPerfil;PerfilController;Realiza a ação 'listarPerfil' no módulo de sistema.
Sistema;/psec/perfis-acesso;criarPerfil;PerfilController;Realiza a ação 'criarPerfil' no módulo de sistema.
Sistema;/psec/perfis-acesso/all;consultarTodos;PerfilController;Realiza a ação 'consultarTodos' no módulo de sistema.
Sistema;/psec/perfis-acesso/consultar-professores-por-perfil/{id};consultarProfessoresPorPerfil;PerfilController;Realiza a ação 'consultarProfessoresPorPerfil' no módulo de sistema.
Sistema;/psec/perfis-acesso/porNome/{nome};editarPerfil;PerfilController;Realiza a ação 'editarPerfil' no módulo de sistema.
Sistema;/psec/perfis-acesso/{id};editarPerfil;PerfilController;Realiza a ação 'editarPerfil' no módulo de sistema.
Sistema;/psec/perfis-acesso/{id};obterPerfil;PerfilController;Realiza a ação 'obterPerfil' no módulo de sistema.
Sistema;/psec/perfis-acesso/{id};removerPerfil;PerfilController;Realiza a ação 'removerPerfil' no módulo de sistema.
Sistema;/psec/personal/alunos/autocomplete;autocompleteAlunos;PersonalController;Realiza a ação 'autocompleteAlunos' no módulo de sistema.
Sistema;/psec/personal/aulas/{aulaId};excluirAula;PersonalController;Realiza a ação 'excluirAula' no módulo de sistema.
Sistema;/psec/personal/aulas/{aulaId};editarAula;PersonalController;Realiza a ação 'editarAula' no módulo de sistema.
Sistema;/psec/personal/aulas/{aulaId}/check-out;realizarCheckOut;PersonalController;Realiza a ação 'realizarCheckOut' no módulo de sistema.
Sistema;/psec/personal/personais;listarPersonais;PersonalController;Realiza a ação 'listarPersonais' no módulo de sistema.
Sistema;/psec/personal/personais/{id};obterPersonal;PersonalController;Realiza a ação 'obterPersonal' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/aula-aberta;verificarAulaAberta;PersonalController;Realiza a ação 'verificarAulaAberta' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/check-in;realizarCheckIn;PersonalController;Realiza a ação 'realizarCheckIn' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/fechamento;fazerFechamento;PersonalController;Realiza a ação 'fazerFechamento' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/historico-aulas;obterHistoricoAulas;PersonalController;Realiza a ação 'obterHistoricoAulas' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/historico-operacoes;obterHistoricoOperacoes;PersonalController;Realiza a ação 'obterHistoricoOperacoes' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/qrcode;gerarQRCode;PersonalController;Realiza a ação 'gerarQRCode' no módulo de sistema.
Sistema;/psec/personal/personais/{id}/resgatar;resgatarCreditos;PersonalController;Realiza a ação 'resgatarCreditos' no módulo de sistema.
Sistema;/psec/professores/alunos-aviso-medico;alunosAvisoMedicoGeral;ProfessorController;Realiza a ação 'alunosAvisoMedicoGeral' no módulo de sistema.
Sistema;/psec/professores/alunos-aviso-medico/alunos;alunosAvisoMedicoAlunos;ProfessorController;Realiza a ação 'alunosAvisoMedicoAlunos' no módulo de sistema.
Sistema;/psec/professores/atualizar-ranking;atualizarRankingProfessores;ProfessorController;Realiza a ação 'atualizarRankingProfessores' no módulo de sistema.
Sistema;/psec/professores/config-relatorio/{configId};incluirAlterarFiltroConfigRel;ProfessorController;Realiza a ação 'incluirAlterarFiltroConfigRel' no módulo de sistema.
Sistema;/psec/professores/config-relatorio/{configId};obterConfigRel;ProfessorController;Realiza a ação 'obterConfigRel' no módulo de sistema.
Sistema;/psec/professores/indicadores-atividade;indicadoresAtividadeProfessor;ProfessorController;Realiza a ação 'indicadoresAtividadeProfessor' no módulo de sistema.
Sistema;/psec/professores/indicadores-atividade/alunos;alunosPorIndicadoresAtividadeProfessor;ProfessorController;Realiza a ação 'alunosPorIndicadoresAtividadeProfessor' no módulo de sistema.
Sistema;/psec/professores/indicadores-atividades-acumuladas;indicadoresAtividadesAcumuladasProfessor;ProfessorController;Realiza a ação 'indicadoresAtividadesAcumuladasProfessor' no módulo de sistema.
Sistema;/psec/professores/indicadores-carteira-professores;indicadoresCarteiraProfessor;ProfessorController;Realiza a ação 'indicadoresCarteiraProfessor' no módulo de sistema.
Sistema;/psec/professores/indicadores-carteira-professores/alunos;alunosPorIndicadoresCarteiraProfessor;ProfessorController;Realiza a ação 'alunosPorIndicadoresCarteiraProfessor' no módulo de sistema.
Sistema;/psec/professores/ranking;carregarRankingProfessores;ProfessorController;Realiza a ação 'carregarRankingProfessores' no módulo de sistema.
Sistema;/psec/professores/ranking/conferir;conferir;ProfessorController;Realiza a ação 'conferir' no módulo de sistema.
Sistema;/psec/professores/ranking/configuracao;incluirConfiguracaoRankingProfessores;ProfessorController;Realiza a ação 'incluirConfiguracaoRankingProfessores' no módulo de sistema.
Sistema;/psec/professores/ranking/configuracao;listarConfiguracoesRankingProfessores;ProfessorController;Realiza a ação 'listarConfiguracoesRankingProfessores' no módulo de sistema.
Sistema;/psec/professores/ranking/configuracao;gravarConfigs;ProfessorController;Realiza a ação 'gravarConfigs' no módulo de sistema.
Sistema;/psec/professores/ranking/configuracao/toggle/{indicador};toggleConfiguracaoIndicador;ProfessorController;Realiza a ação 'toggleConfiguracaoIndicador' no módulo de sistema.
Sistema;/psec/professores/ranking/configuracao/{agrup};listarConfiguracoesRankingProfessoresAgrupamento;ProfessorController;Realiza a ação 'listarConfiguracoesRankingProfessoresAgrupamento' no módulo de sistema.
Sistema;/psec/professores/ranking/configuracao/{id};removerConfiguracaoRankingProfessores;ProfessorController;Realiza a ação 'removerConfiguracaoRankingProfessores' no módulo de sistema.
Sistema;/psec/professores/ranking/detalhes/compartilhar/{idColaborador};compartilharRankingProfessores;ProfessorController;Realiza a ação 'compartilharRankingProfessores' no módulo de sistema.
Sistema;/psec/professores/ranking/detalhes/{idColaborador};detalhesProfessorRanking;ProfessorController;Realiza a ação 'detalhesProfessorRanking' no módulo de sistema.
Sistema;/psec/professores/ranking/indicadores-add;indicadoresAdd;ProfessorController;Realiza a ação 'indicadoresAdd' no módulo de sistema.
Sistema;/psec/professores/ranking/podium;podium;ProfessorController;Realiza a ação 'podium' no módulo de sistema.
Sistema;/psec/professores/substituidos;professoresSubstituidos;ProfessorController;Realiza a ação 'professoresSubstituidos' no módulo de sistema.
Sistema;/psec/programas;criarProgramaTreino;ProgramaTreinoController;Realiza a ação 'criarProgramaTreino' no módulo de sistema.
Sistema;/psec/programas/aluno-acompanhamento/{codigoPessoa};alunoAcompanhamento;ProgramaTreinoController;Realiza a ação 'alunoAcompanhamento' no módulo de sistema.
Sistema;/psec/programas/aprovar/{id};aprovarProgramaTreino;ProgramaTreinoController;Realiza a ação 'aprovarProgramaTreino' no módulo de sistema.
Sistema;/psec/programas/atualizar-situacao-predefinido/{id}/{situacao};atualizarSituacaoProgramaPredefinido;ProgramaTreinoController;Realiza a ação 'atualizarSituacaoProgramaPredefinido' no módulo de sistema.
Sistema;/psec/programas/avaliar;registrarAvaliacao;ProgramaTreinoController;Realiza a ação 'registrarAvaliacao' no módulo de sistema.
Sistema;/psec/programas/conflitante;programaConflitante;ProgramaTreinoController;Realiza a ação 'programaConflitante' no módulo de sistema.
Sistema;/psec/programas/conflitante/colaborador;programaConflitanteColaborador;ProgramaTreinoController;Realiza a ação 'programaConflitanteColaborador' no módulo de sistema.
Sistema;/psec/programas/criaProgramaTreinoPorIA;criaProgramaTreinoPorIA;ProgramaTreinoController;Realiza a ação 'criaProgramaTreinoPorIA' no módulo de sistema.
Sistema;/psec/programas/criar-predefinido;criarProgramaPreDefinido;ProgramaTreinoController;Realiza a ação 'criarProgramaPreDefinido' no módulo de sistema.
Sistema;/psec/programas/enviar/{codigoProgramaBase};enviarProgramaTreino;ProgramaTreinoController;Realiza a ação 'enviarProgramaTreino' no módulo de sistema.
Sistema;/psec/programas/filtro-prescricao;listaFiltroPrincipal;ProgramaTreinoController;Realiza a ação 'listaFiltroPrincipal' no módulo de sistema.
Sistema;/psec/programas/importar-predefinidos/{ctxOrigem}/{ctxDestino};importarProgramaPreDefinido;ProgramaTreinoController;Realiza a ação 'importarProgramaPreDefinido' no módulo de sistema.
Sistema;/psec/programas/lista-prescricao;listaPrescricao;ProgramaTreinoController;Realiza a ação 'listaPrescricao' no módulo de sistema.
Sistema;/psec/programas/lista-prescricaoV2;listaPrescricaoV2;ProgramaTreinoController;Realiza a ação 'listaPrescricaoV2' no módulo de sistema.
Sistema;/psec/programas/matriculas-prescricao;matriculasPrescricao;ProgramaTreinoController;Realiza a ação 'matriculasPrescricao' no módulo de sistema.
Sistema;/psec/programas/pre-definido;consultarProgramasPreDefinidos;ProgramaTreinoController;Realiza a ação 'consultarProgramasPreDefinidos' no módulo de sistema.
Sistema;/psec/programas/pre-definido/slim;consultarProgramasPreDefinidosSlim;ProgramaTreinoController;Realiza a ação 'consultarProgramasPreDefinidosSlim' no módulo de sistema.
Sistema;/psec/programas/processos/atualizarBancoAtividadesIA;atualizarBancoAtividadesIA;ProgramaTreinoController;Realiza a ação 'atualizarBancoAtividadesIA' no módulo de sistema.
Sistema;/psec/programas/{clientecodigo}/{id}/anterior;consultarProgramaTreinoAnterior;ProgramaTreinoController;Realiza a ação 'consultarProgramaTreinoAnterior' no módulo de sistema.
Sistema;/psec/programas/{ctx}/consultarGruposTrabalhadosPeriodo;consultarGruposTrabalhadosPeriodo;ProgramaTreinoController;Realiza a ação 'consultarGruposTrabalhadosPeriodo' no módulo de sistema.
Sistema;/psec/programas/{id};consultarProgramaTreino;ProgramaTreinoController;Realiza a ação 'consultarProgramaTreino' no módulo de sistema.
Sistema;/psec/programas/{id};excluirProgramaTreino;ProgramaTreinoController;Realiza a ação 'excluirProgramaTreino' no módulo de sistema.
Sistema;/psec/programas/{id};alterarProgramaTreino;ProgramaTreinoController;Realiza a ação 'alterarProgramaTreino' no módulo de sistema.
Sistema;/psec/programas/{id}/calcular-aulas-previstas;atualizarCalculosAulasPrevista;ProgramaTreinoController;Realiza a ação 'atualizarCalculosAulasPrevista' no módulo de sistema.
