ENDPOINT;METODO_JAVA;ASSINATURA_COMPLETA
/psec/tipos-benchmark/{id};br.com.pacto.controller.json.crossfit.TipoBenchmarkController.alterarTipoBenchmark(java.lang.Integer,br.com.pacto.bean.benchmark.TipoBenchmarkTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.crossfit.TipoBenchmarkController.alterarTipoBenchmark(java.lang.Integer,br.com.pacto.bean.benchmark.TipoBenchmarkTO)
/psec/tipos-benchmark/{id};br.com.pacto.controller.json.crossfit.TipoBenchmarkController.excluirTipoBenchmark(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.crossfit.TipoBenchmarkController.excluirTipoBenchmark(java.lang.Integer)
/psec/tipos-wod;br.com.pacto.controller.json.wod.TiposWodController.cadastrarTipoWod(br.com.pacto.bean.wod.TipoWodTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.wod.TiposWodController.cadastrarTipoWod(br.com.pacto.bean.wod.TipoWodTO)
/psec/tipos-wod;org.json.JSONException;public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.wod.TiposWodController.listarTiposWod(org.json.JSONObject) throws org.json.JSONException
/psec/tipos-wod/{id};br.com.pacto.controller.json.wod.TiposWodController.buscarTiposWod(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.wod.TiposWodController.buscarTiposWod(java.lang.Integer)
/psec/tipos-wod/{id};br.com.pacto.controller.json.wod.TiposWodController.removerAtividade(java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.wod.TiposWodController.removerAtividade(java.lang.Integer)
/psec/tipos-wod/{id};br.com.pacto.controller.json.wod.TiposWodController.atualizarTipoWod(java.lang.Integer,br.com.pacto.bean.wod.TipoWodTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.wod.TiposWodController.atualizarTipoWod(java.lang.Integer,br.com.pacto.bean.wod.TipoWodTO)
/psec/treino-alunos;br.com.pacto.controller.json.cliente.CatalogoAlunosController.obterCatalogoAlunos(java.lang.Integer,java.lang.String,br.com.pacto.enumerador.cliente.TiposConsultaCatalogoAlunoEnum,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.cliente.CatalogoAlunosController.obterCatalogoAlunos(java.lang.Integer,java.lang.String,br.com.pacto.enumerador.cliente.TiposConsultaCatalogoAlunoEnum,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/agenda;br.com.pacto.controller.json.gestao.BITreinoController.agenda(java.lang.Integer,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agenda(java.lang.Integer,java.lang.Integer)
/psec/treino-bi/agendamento-cancelaram;br.com.pacto.controller.json.gestao.BITreinoController.agendamentocancelaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentocancelaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/agendamento-cancelaram/exportar;br.com.pacto.controller.json.gestao.BITreinoController.agendamentosCancelaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentosCancelaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/agendamento-executaram;br.com.pacto.controller.json.gestao.BITreinoController.agendamentoexecutaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentoexecutaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/agendamento-executaram/exportar;br.com.pacto.controller.json.gestao.BITreinoController.agendamentosExecutaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentosExecutaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/agendamento-faltaram;br.com.pacto.controller.json.gestao.BITreinoController.agendamentofaltaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentofaltaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/agendamento-faltaram/exportar;br.com.pacto.controller.json.gestao.BITreinoController.agendamentosFaltaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentosFaltaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/agendamentos;br.com.pacto.controller.json.gestao.BITreinoController.agendamentos(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentos(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/agendamentos/exportar;br.com.pacto.controller.json.gestao.BITreinoController.agendamentosExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.agendamentosExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-acessos;br.com.pacto.controller.json.gestao.BITreinoController.alunosacessos(java.lang.Integer,java.lang.String,java.lang.Long,java.lang.String,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosacessos(java.lang.Integer,java.lang.String,java.lang.Long,java.lang.String,java.lang.Integer)
/psec/treino-bi/alunos-ativo-sem-treino/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosAtivosSemTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosAtivosSemTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-ativo-sem-treino/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosativosemtreino(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosativosemtreino(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-ativos-treino/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoAtivosExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoAtivosExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-ativos-treino/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosativostreino(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosativostreino(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-ativos/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosAtivosTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosAtivosTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-ativos/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosativos(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosativos(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-com-acompanhamento/{codigoPessoa}/{programaId}/{fichaId};br.com.pacto.controller.json.gestao.BITreinoController.finalizarAcompanhamento(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.finalizarAcompanhamento(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer)
/psec/treino-bi/alunos-em-acompanhamento/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosEmAcompanhamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosEmAcompanhamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-inativos/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosInativosTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosInativosTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-inativos/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosinativos(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosinativos(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-nao-renovaram;br.com.pacto.controller.json.gestao.BITreinoController.alunosnaorenovaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosnaorenovaram(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-renovaram/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosRenovaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosRenovaramExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-renovaram/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosrenovaram(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosrenovaram(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-sem-acompanhamento/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosSemAcompanhamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosSemAcompanhamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-sem-acompanhamento/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.iniciarAcompanhamento(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.iniciarAcompanhamento(java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer)
/psec/treino-bi/alunos-total/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosTotalTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosTotalTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-total/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunostotal(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunostotal(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-treino-a-renovar-30-dias;br.com.pacto.controller.json.gestao.BITreinoController.alunostreinoarenovar30dias(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunostreinoarenovar30dias(java.lang.Integer,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-treino-a-renovar/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoRenovarExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoRenovarExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-treino-a-renovar/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunostreinoarenovar(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunostreinoarenovar(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-treino-em-dia/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoEmDiaExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoEmDiaExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-treino-em-dia/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunostreinoemdia(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunostreinoemdia(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-treino-vencido/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoVencidosExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosTreinoVencidosExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-treino-vencido/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunostreinovencido(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunostreinovencido(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-vencer-30-dias/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosVencer30DiasExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosVencer30DiasExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-vencer-30-dias/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosvencer30dias(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosvencer30dias(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/alunos-visitantes/exportar;br.com.pacto.controller.json.gestao.BITreinoController.alunosVisitantesTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosVisitantesTreinoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/alunos-visitantes/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.alunosVisitantes(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.alunosVisitantes(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/atualizar;br.com.pacto.controller.json.gestao.BITreinoController.atualizarIndicadores(java.lang.Integer,java.lang.Integer,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.atualizarIndicadores(java.lang.Integer,java.lang.Integer,java.lang.Integer)
/psec/treino-bi/avaliacao-acompanhamento/{tipoBusca}/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoAcompanhamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoAcompanhamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/avaliacao-bi-professor/{tipoBusca}/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoBiProfessor(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoBiProfessor(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/avaliacao-treino-ia/{tipoBusca}/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoTreinoIA(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoTreinoIA(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/avaliacao-treino/{tipoBusca}/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoTreino(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaliacaoTreino(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/avaliacoes-fisicas-nao-realizado/exportar;br.com.pacto.controller.json.gestao.BITreinoController.avaliFisicasNaoRealizadoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaliFisicasNaoRealizadoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
/psec/treino-bi/avaliacoes-fisicas-nao-realizado/{codigoPessoa};br.com.pacto.controller.json.gestao.BITreinoController.avaliacoesFisicasSemAgendamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaliacoesFisicasSemAgendamento(java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO)
/psec/treino-bi/avaliacoes-fisicas-realizado/exportar;br.com.pacto.controller.json.gestao.BITreinoController.avaFisicasRealizadoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.BITreinoController.avaFisicasRealizadoExportar(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,br.com.pacto.base.dto.PaginadorDTO,javax.servlet.http.HttpServletRequest)
