ENDPOINT;METODO_JAVA;ASSINATURA_COMPLETA
/cliente/{ctx}/pontos-saldo;br.com.pacto.controller.json.cliente.ClienteJSONControle.pontosSaldoBrindes(java.lang.String,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.cliente.ClienteJSONControle.pontosSaldoBrindes(java.lang.String,java.lang.Integer)
/cliente/{ctx}/rB3mU7oX8eS4eA6iC4lH9eY2fU6sF5kR;br.com.pacto.controller.json.cliente.ClienteJSONControle.assinaturaDigitalContratosAlunoCrypt(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.cliente.ClienteJSONControle.assinaturaDigitalContratosAlunoCrypt(java.lang.String,java.lang.String)
/cliente/{ctx}/retrospectiva;br.com.pacto.controller.json.cliente.ClienteJSONControle.retrospectiva(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Boolean);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.cliente.ClienteJSONControle.retrospectiva(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Boolean)
/cliente/{ctx}/simplificado;br.com.pacto.controller.json.cliente.ClienteJSONControle.submitTreino(java.lang.String,br.com.pacto.controller.json.aluno.AlunoCadastroSimplesDTO);public org.springframework.ui.ModelMap br.com.pacto.controller.json.cliente.ClienteJSONControle.submitTreino(java.lang.String,br.com.pacto.controller.json.aluno.AlunoCadastroSimplesDTO)
/cliente/{ctx}/sincronizar-dados-cliente-sintetico;br.com.pacto.controller.json.cliente.ClienteJSONControle.sincronizarDadosClienteSintetico(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.cliente.ClienteJSONControle.sincronizarDadosClienteSintetico(java.lang.String)
/cliente/{ctx}/sincronizar-matricula-clientesintetico/{empresaZW};br.com.pacto.controller.json.cliente.ClienteJSONControle.sincronizarMatriculaClienteSintetico(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.cliente.ClienteJSONControle.sincronizarMatriculaClienteSintetico(java.lang.String,java.lang.Integer)
/cliente/{ctx}/v2/aluno-contrato-assinatura-digital-incluir/{contrato};br.com.pacto.controller.json.cliente.ClienteJSONControle.incluirAssinaturaDigitalContratoAlunoV2(java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.cliente.ClienteJSONControle.incluirAssinaturaDigitalContratoAlunoV2(java.lang.String,java.lang.String,java.lang.String)
/cliente/{ctx}/v2/aluno-contrato-assinatura-digital-incluir/{contrato}/{aditivo};br.com.pacto.controller.json.cliente.ClienteJSONControle.incluirAssinaturaDigitalContratoAlunoV2(java.lang.String,java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.cliente.ClienteJSONControle.incluirAssinaturaDigitalContratoAlunoV2(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
/cliente/{ctx}/v2/avaliacao-professor;br.com.pacto.controller.json.cliente.ClienteJSONControle.avaliaProfessorAPPTreino(java.lang.String,br.com.pacto.controller.json.aluno.AvaliacaoProfessorDTO);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.cliente.ClienteJSONControle.avaliaProfessorAPPTreino(java.lang.String,br.com.pacto.controller.json.aluno.AvaliacaoProfessorDTO)
/config/agenda-bd;br.com.pacto.controller.json.base.ConfigJSONControle.agendaBD();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.agendaBD()
/config/agenda-webservice;br.com.pacto.controller.json.base.ConfigJSONControle.agendaWS();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.agendaWS()
/config/atualizarConfigDisponibilidade;br.com.pacto.controller.json.base.ConfigJSONControle.atualizarConfigDisponibilidade();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.atualizarConfigDisponibilidade()
/config/atualizarConfigDisponibilidadePorChave;br.com.pacto.controller.json.base.ConfigJSONControle.atualizarConfigDisponibilidadePorChave(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.atualizarConfigDisponibilidadePorChave(java.lang.String)
/config/get-modo-autenticacao-booking-gympass;br.com.pacto.controller.json.base.ConfigJSONControle.getModoAutenticacaoBookingGympass();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.getModoAutenticacaoBookingGympass()
/config/getstatus;br.com.pacto.controller.json.base.ConfigJSONControle.getstatus();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.getstatus()
/config/limpar-pool-zw;br.com.pacto.controller.json.base.ConfigJSONControle.poolZW();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.poolZW()
/config/memcached;br.com.pacto.controller.json.base.ConfigJSONControle.memcached(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.memcached(java.lang.String)
/config/memcached/clear;br.com.pacto.controller.json.base.ConfigJSONControle.clear();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.clear()
/config/modo-agenda;br.com.pacto.controller.json.base.ConfigJSONControle.modoAgenda();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.modoAgenda()
/config/modo-bd-dashbi;br.com.pacto.controller.json.base.ConfigJSONControle.modoDashBI();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.modoDashBI()
/config/povoar-log/{chave}/{entidade};br.com.pacto.controller.json.base.ConfigJSONControle.povoar(java.lang.String,java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.povoar(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
/config/readGlobalOptions;br.com.pacto.controller.json.base.ConfigJSONControle.readGlobalOptions();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.readGlobalOptions()
/config/reload;br.com.pacto.controller.json.base.ConfigJSONControle.reload(javax.servlet.http.HttpServletRequest,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.reload(javax.servlet.http.HttpServletRequest,java.lang.String)
/config/reload-rede;br.com.pacto.controller.json.base.ConfigJSONControle.reloadRede(javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.reloadRede(javax.servlet.http.HttpServletRequest)
/config/reload-usuario;br.com.pacto.controller.json.base.ConfigJSONControle.reloadUsuario(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.reloadUsuario(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/config/reverter-proj-usuario/{chave};br.com.pacto.controller.json.base.ConfigJSONControle.reverterProjUsuario(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.reverterProjUsuario(java.lang.String)
/config/set-modo-autenticacao-booking-gympass-v1;br.com.pacto.controller.json.base.ConfigJSONControle.setModoAutenticacaoBookingGympassV1();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.setModoAutenticacaoBookingGympassV1()
/config/set-modo-autenticacao-booking-gympass-v3;br.com.pacto.controller.json.base.ConfigJSONControle.setModoAutenticacaoBookingGympassV3();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.setModoAutenticacaoBookingGympassV3()
/config/set-prop;br.com.pacto.controller.json.base.ConfigJSONControle.setProp(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.setProp(java.lang.String,java.lang.String)
/config/setar-consultabd-dashbi;br.com.pacto.controller.json.base.ConfigJSONControle.setarDashBIBD();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.setarDashBIBD()
/config/setar-webservice-dashbi;br.com.pacto.controller.json.base.ConfigJSONControle.setarDashBIWS();public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.setarDashBIWS()
/config/statelogs/{ativo};br.com.pacto.controller.json.base.ConfigJSONControle.statelogs(java.lang.Boolean,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.statelogs(java.lang.Boolean,javax.servlet.http.HttpServletRequest)
/config/updateInstances;br.com.pacto.controller.json.base.ConfigJSONControle.updateInstances(javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.updateInstances(javax.servlet.http.HttpServletRequest)
/config/{ctx}/ajust-import/{empresa};br.com.pacto.controller.json.base.ConfigJSONControle.normalize(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public java.lang.String br.com.pacto.controller.json.base.ConfigJSONControle.normalize(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/config/{ctx}/ajusteprofessor/{empresa};br.com.pacto.controller.json.base.ConfigJSONControle.ajusteProfessor(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.ajusteProfessor(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/config/{ctx}/atualizar-alunos-avaliacao/{empresa};br.com.pacto.controller.json.base.ConfigJSONControle.atualizarAlunosAvaliacao(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.atualizarAlunosAvaliacao(java.lang.String,java.lang.Integer)
/config/{ctx}/atualizar-configuracao-personal-empresa;br.com.pacto.controller.json.base.ConfigJSONControle.atualizarConfiguracaoPersonalEmpresa(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.atualizarConfiguracaoPersonalEmpresa(java.lang.String,java.lang.String)
/config/{ctx}/atualizarAtividade;br.com.pacto.controller.json.base.ConfigJSONControle.atualizarAtividade(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.atualizarAtividade(java.lang.String,java.lang.String)
/config/{ctx}/atualizarAtividadeAlternativa;br.com.pacto.controller.json.base.ConfigJSONControle.atualizarAtividadeAlternativa(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.atualizarAtividadeAlternativa(java.lang.String,java.lang.String)
/config/{ctx}/baixarFotoAluno;br.com.pacto.controller.json.base.ConfigJSONControle.baixarFotoAluno(java.lang.String,java.lang.String,java.lang.Boolean,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.baixarFotoAluno(java.lang.String,java.lang.String,java.lang.Boolean,javax.servlet.http.HttpServletRequest)
/config/{ctx}/baixarFotoAlunoPorFotoKey;br.com.pacto.controller.json.base.ConfigJSONControle.baixarFotoAlunoPorFotoKey(java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.Boolean,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.baixarFotoAlunoPorFotoKey(java.lang.String,java.lang.String,java.lang.String,java.lang.Boolean,java.lang.Boolean,javax.servlet.http.HttpServletRequest)
/config/{ctx}/baixarFotosTurma;br.com.pacto.controller.json.base.ConfigJSONControle.baixarFotosTurma(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.baixarFotosTurma(java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/closeFactory;br.com.pacto.controller.json.base.ConfigJSONControle.closeFactory(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.closeFactory(java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/configuracao-aplicativo;br.com.pacto.controller.json.base.ConfigJSONControle.configuracoesAplicativo(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.configuracoesAplicativo(java.lang.String)
/config/{ctx}/consultar-versao-bd;br.com.pacto.controller.json.base.ConfigJSONControle.consultarVersaoBd(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.consultarVersaoBd(java.lang.String)
/config/{ctx}/corrigirSeries;br.com.pacto.controller.json.base.ConfigJSONControle.corrigirSeries(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.corrigirSeries(java.lang.String)
/config/{ctx}/create-unaccent;br.com.pacto.controller.json.base.ConfigJSONControle.createUnaccent(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.createUnaccent(java.lang.String)
/config/{ctx}/deletarAlunosSemZW;br.com.pacto.controller.json.base.ConfigJSONControle.deletarAlunosSemZW(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.deletarAlunosSemZW(java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/descontinuar/{valor};br.com.pacto.controller.json.base.ConfigJSONControle.descontinuar(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.descontinuar(java.lang.String,java.lang.String)
/config/{ctx}/emailteste;br.com.pacto.controller.json.base.ConfigJSONControle.emailTeste(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.emailTeste(java.lang.String,java.lang.String)
/config/{ctx}/empresas;br.com.pacto.controller.json.base.ConfigJSONControle.empresas(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.empresas(java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/force-ddl;br.com.pacto.controller.json.base.ConfigJSONControle.forceDDL(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.forceDDL(java.lang.String)
/config/{ctx}/fotosParaAtualizar;br.com.pacto.controller.json.base.ConfigJSONControle.fotosParaAtualizar(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.fotosParaAtualizar(java.lang.String,java.lang.String)
/config/{ctx}/getconfig/bloqueio-mesmo-ambiente;br.com.pacto.controller.json.base.ConfigJSONControle.getconfigBloquear(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.getconfigBloquear(java.lang.String)
/config/{ctx}/getconfigs;br.com.pacto.controller.json.base.ConfigJSONControle.getconfigsCache(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.getconfigsCache(java.lang.String,java.lang.String)
/config/{ctx}/getconfigs/{cfg};br.com.pacto.controller.json.base.ConfigJSONControle.getconfigs(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.getconfigs(java.lang.String,java.lang.String)
/config/{ctx}/horaEmpresa;br.com.pacto.controller.json.base.ConfigJSONControle.empresas(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.empresas(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/config/{ctx}/importall/{empresa};br.com.pacto.controller.json.base.ConfigJSONControle.importall(java.lang.String,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.importall(java.lang.String,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/config/{ctx}/manutencao;br.com.pacto.controller.json.base.ConfigJSONControle.consultarConfiguracoesManutencao(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.consultarConfiguracoesManutencao(java.lang.String)
/config/{ctx}/obterEmailUsuarios;br.com.pacto.controller.json.base.ConfigJSONControle.obterEmailUsuarios(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.obterEmailUsuarios(java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/obterProdutoAvaliacao;br.com.pacto.controller.json.base.ConfigJSONControle.obterProdutoAvaliacao(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.obterProdutoAvaliacao(java.lang.String,java.lang.String)
/config/{ctx}/obterValorProdutoAvaliacao;br.com.pacto.controller.json.base.ConfigJSONControle.obterValorProdutoAvaliacao(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.obterValorProdutoAvaliacao(java.lang.String,java.lang.String)
/config/{ctx}/reload-indicadores;br.com.pacto.controller.json.base.ConfigJSONControle.reloadIndicadores(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.reloadIndicadores(java.lang.String)
/config/{ctx}/removeFactory;br.com.pacto.controller.json.base.ConfigJSONControle.removeEntityFactory(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.removeEntityFactory(java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/salvar-code-integracao-selfloops;br.com.pacto.controller.json.base.ConfigJSONControle.salvarIntegracoesSelfloops(java.lang.String,java.lang.String,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.base.ConfigJSONControle.salvarIntegracoesSelfloops(java.lang.String,java.lang.String,java.lang.Integer)
/config/{ctx}/sincronizacoes;br.com.pacto.controller.json.base.ConfigJSONControle.sincronizacoes(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizacoes(java.lang.String)
/config/{ctx}/sincronizar-acesso-treinos-finalizados;br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarAcessoTreinosFinalizados(java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarAcessoTreinosFinalizados(java.lang.String,java.lang.String,java.lang.String)
/config/{ctx}/sincronizar-professores-tw/{empresaZw};br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarProfessoresTW(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarProfessoresTW(java.lang.String,java.lang.String,javax.servlet.http.HttpServletRequest)
/config/{ctx}/sincronizar-vinculos-aluno-zw-tw;br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarVinculosAluno(java.lang.String,int,boolean);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarVinculosAluno(java.lang.String,int,boolean)
/config/{ctx}/sincronizarEmpresas;br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarEmpresas(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarEmpresas(java.lang.String)
/config/{ctx}/sincronizarErro;br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarErro(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarErro(java.lang.String)
/config/{ctx}/sincronizarProfessor/{empresa};br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarProfessor(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.sincronizarProfessor(java.lang.String,java.lang.Integer)
/config/{ctx}/treino-em-casa/descriptografar;br.com.pacto.controller.json.base.ConfigJSONControle.descriptografarImagem(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.descriptografarImagem(java.lang.String,java.lang.String)
/config/{ctx}/treino-em-casa/resolver-dynamic-link;br.com.pacto.controller.json.base.ConfigJSONControle.resolverDynamicLink(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.resolverDynamicLink(java.lang.String,java.lang.String)
/config/{ctx}/treino-em-casa/{documentkey};br.com.pacto.controller.json.base.ConfigJSONControle.treinoEmCasa(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.treinoEmCasa(java.lang.String,java.lang.String)
/config/{ctx}/treinoindependente;br.com.pacto.controller.json.base.ConfigJSONControle.treinoindependente(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.treinoindependente(java.lang.String)
/config/{ctx}/updateBD;br.com.pacto.controller.json.base.ConfigJSONControle.updateBD(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.updateBD(java.lang.String)
/config/{ctx}/updateBDVersao/{versao};br.com.pacto.controller.json.base.ConfigJSONControle.updateBDVersao(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.updateBDVersao(java.lang.String,java.lang.String)
/config/{ctx}/urlservicobalanca;br.com.pacto.controller.json.base.ConfigJSONControle.urlservicobalanca(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.base.ConfigJSONControle.urlservicobalanca(java.lang.String)
/crossfit/run-excluir-wods-por-chaves;java.lang.String>,java.util.Date,java.util.Date);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.runExcluirWodsPorChaves(java.util.Map<java.lang.String, java.lang.String>,java.util.Date,java.util.Date)
/crossfit/{contexto}/wodsFuturos;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wods(java.lang.String,java.lang.Integer,java.lang.Long);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wods(java.lang.String,java.lang.Integer,java.lang.Long)
/crossfit/{ctxOrigem}/{ctxDestino}/importar-atividades-cross;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.importarAtividadesCross(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.importarAtividadesCross(java.lang.String,java.lang.String)
/crossfit/{ctx}/avaliacoesWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.avaliacoesWod(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.avaliacoesWod(java.lang.String)
/crossfit/{ctx}/avaliarWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.avaliarWods(java.lang.String,br.com.pacto.controller.json.crossfit.AvaliacaoWodDTO);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.avaliarWods(java.lang.String,br.com.pacto.controller.json.crossfit.AvaliacaoWodDTO)
/crossfit/{ctx}/benchmarks;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.benchmarks(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.benchmarks(java.lang.String)
/crossfit/{ctx}/cadastrarWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.cadastrarWod(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.cadastrarWod(java.lang.String,java.lang.String)
/crossfit/{ctx}/comentarWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.comentarWod(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.comentarWod(java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.Integer)
/crossfit/{ctx}/compartilhado;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.tiposWods(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.tiposWods(java.lang.String,java.lang.String)
/crossfit/{ctx}/consultaWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.consultaWod(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.consultaWod(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/crossfit/{ctx}/consultaWodSintetico;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.consultaWodSintetico(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.consultaWodSintetico(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer)
/crossfit/{ctx}/equipesAluno;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.equipesAluno(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.equipesAluno(java.lang.String,java.lang.Integer)
/crossfit/{ctx}/eventos;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.eventos(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.eventos(java.lang.String)
/crossfit/{ctx}/excluir-wods-por-chave;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.excluirWodsPorChave(java.lang.String,java.util.Date,java.util.Date);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.crossfit.CrossfitJSONControle.excluirWodsPorChave(java.lang.String,java.util.Date,java.util.Date)
/crossfit/{ctx}/excluirComentario;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.excluirComentario(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.excluirComentario(java.lang.String,java.lang.Integer)
/crossfit/{ctx}/gravarResultadoAPP;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.gravarResultadoAPP(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Double,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.gravarResultadoAPP(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.Double,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Integer)
/crossfit/{ctx}/gravarresultado;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.gravarResultado(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.String,java.lang.Double,java.lang.Integer,java.lang.Integer,java.lang.Boolean,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.gravarResultado(java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer,java.lang.String,java.lang.Double,java.lang.Integer,java.lang.Integer,java.lang.Boolean,java.lang.String,java.lang.Integer)
/crossfit/{ctx}/listaNivelWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.listaNivelWod(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.listaNivelWod(java.lang.String)
